gt_answer,pred,question,balanced,perfect_match,correct
yes,yes,Is there any woman near the dock that looks brown?,False,1,True
no,yes,Are there any boots that are not black?,False,0,False
yes,,Does that hair look large and blond?,False,0,False
no,,Are there either any faucets or pizza ovens?,False,0,False
yes,,Is the tall tree behind the gate?,False,0,False
no,,Is the color of the bookshelf the same as that of the door?,False,0,False
no,yes,Do you see brown smoke?,False,0,False
no,yes,Are there any lamps or shelves?,False,0,False
no,,Are there any helmets?,False,0,False
yes,yes,Do you think the bathtub is brown?,True,1,True
no,,Are there cars in the image?,False,0,False
no,,Is there a truck to the right of the cars?,False,0,False
no,yes,Does the man to the left of the person ride a horse?,True,0,False
yes,yes,Does the animal behind the trees look gray?,False,1,True
yes,yes,Is there a helmet in this image that is not yellow?,False,1,True
no,yes,Is the car black?,False,0,False
yes,,Is there an airplane?,False,0,False
no,yes,Are there umbrellas in the image?,False,0,False
no,,Is the bucket to the right of a boy?,False,0,False
no,yes,Is the person that is sitting-down holding a surfboard?,False,0,False
no,yes,Does the long boat look clean?,False,0,False
yes,yes,Is there a hat?,False,1,True
no,yes,Are there buses to the right of the person on the side walk?,False,0,False
yes,yes,Does the wetsuit have blue color?,False,1,True
no,yes,Are there any boys in the scene?,False,0,False
no,yes,Does the curtain near the window have blue color?,False,0,False
woman,man,Who is wearing a coat?,False,0,False
no,yes,Is the chair to the right of the other chair made of plastic?,False,0,False
no,yes,Is the faucet on the right side?,False,0,False
yes,yes,Does the black helmet look small?,False,1,True
no,yes,Are there either chairs or shelves?,False,0,False
white,,Is the animal to the left of the hydrant white or black?,False,0,False
small,three,How large is the person to the right of the ball?,False,0,False
no,,Is the color of the grass brown?,False,0,False
no,yes,Is that mat yellow?,False,0,False
no,yes,Are there any plates to the left of the fork?,False,0,False
top,bottom,Is the black backpack in the top or in the bottom part of the picture?,False,0,False
no,yes,Are there any jockeys or players in this scene?,False,0,False
yes,yes,Do you see any people in the vehicle that the horse is behind of?,False,1,True
no,,Is there a dog to the left of the man?,False,0,False
no,yes,Are there fences in this image?,False,0,False
yes,,Does that television look gray?,False,0,False
no,yes,Is there a train that is wooden?,False,0,False
tall,tall,What height are the trees?,False,1,True
yes,yes,Are there either desk lamps or collars?,False,1,True
left,left,On which side of the image is the container?,False,1,True
no,bananas,Are there any boys?,False,0,False
no,,Is there any fence in this image?,False,0,False
no,yes,Are there helmets to the left of the man on the right?,False,0,False
blender,blender,How is the appliance to the right of the can called?,False,1,True
left,,Is the bottle on the left side or on the right?,False,0,False
yes,yes,Is the color of the floor different than the color of the window?,False,1,True
no,yes,Are there either any flags or carts in the picture?,False,0,False
no,,Are there any tables or sofas that are not dark?,False,0,False
shirt,shirt,What is the article of clothing that is light blue?,False,1,True
no,yes,Is the black box to the right of a picture?,False,0,False
no,yes,Are there both blankets and kittens in the picture?,True,0,False
yes,yes,Do you see cooked broccoli?,False,1,True
yes,yes,Is the sky blue?,False,1,True
no,yes,Do you see men to the left of the animal that is white and brown?,False,0,False
no,,Are there both a flag and a helmet in this photo?,False,0,False
no,,Are there horses to the right of the fence that is made of wire?,False,0,False
no,yes,Are there green plates?,False,0,False
computer desk,,"What type of furniture is brown, the bed or the computer desk?",False,0,False
yes,yes,Does the building near the birds look high?,False,1,True
above,,Is the gold statue below or above the clock?,False,0,False
no,,Are there both spoons and mugs in the photo?,False,0,False
no,,Is there any knife?,False,0,False
yes,yes,Do you see any fork on the white plate?,False,1,True
no,yes,Are there either any cats or fences in the picture?,False,0,False
ice maker,microwave,What is the appliance to the left of the drawer that is to the left of the cabinet?,False,0,False
yes,yes,Are there windows in the photograph?,False,1,True
yes,,Is the can near the toilet made of plastic?,True,0,False
yes,yes,Are there any tables?,False,1,True
yes,,Is it a park?,False,0,False
yes,yes,Is the faucet to the left of the woman inside the kitchen?,False,1,True
yes,yes,Is the sink made of metal?,False,1,True
left,,On which side is the bottle?,False,0,False
no,,Is there grass in this photo that is not tall?,False,0,False
ice cream,ice cream,What dessert is the girl to the left of the umbrella eating?,True,1,True
no,yes,Do you see knives there?,False,0,False
wide,42,How wide is this TV?,False,0,False
no,yes,Do you see any desk lamps?,False,0,False
no,yes,Are there any backpacks to the left of the girl on the right?,False,0,False
no,yes,Is there a helmet in the photograph?,False,0,False
yes,yes,Is the beautiful lady to the right of a man?,False,1,True
yes,,Are there lambs to the right of the sheep?,False,0,False
no,yes,Is there a white hydrant or street sign?,False,0,False
no,yes,Are there any pots or knee pads?,False,0,False
yes,,Does the drawer have the same color as the curtain?,False,0,False
no,yes,Are there fences in this image?,False,0,False
no,yes,Does the cap have a different color than the skirt?,False,0,False
yes,,Is the computer monitor to the right of the monitor that is shown in the picture?,False,0,False
bus,bus,Which kind of vehicle is on the street?,True,1,True
no,yes,Is that frog small?,False,0,False
no,yes,Are there any curtains or cabinets in the image?,False,0,False
red,yellow,Is the train yellow or red?,False,0,False
no,,Is the man to the left of the device made of metal?,False,0,False
table,nightstand,"What kind of furniture does the mushroom pizza sit on, a table or a nightstand?",False,0,False
yes,yes,Are there either women or shoppers in the picture?,False,1,True
standing,,What is the person to the left of the other person doing?,False,0,False
yes,yes,Are there any benches to the right of the animal the man is sitting next to?,False,1,True
no,yes,Is there any bottle to the left of the device that is not turned-off?,False,0,False
no,,Is there a bag to the right of the woman the boxes are to the left of?,False,0,False
yes,yes,Does the onion to the right of the other onion look large?,False,1,True
airplane,,What is in front of the grass?,False,0,False
no,,Are there any glasses or boys in this picture?,False,0,False
yes,yes,Are there any cars to the right of the carriage?,False,1,True
no,yes,Do you see any skateboards or notepads in this image?,False,0,False
no,yes,Do the door and the sidewalk have a different colors?,False,0,False
no,yes,Are there any people to the left of the skis that the man is wearing?,False,0,False
yes,,Do you see any gloves?,False,0,False
no,yes,Are there any sheets in the picture?,False,0,False
silver,silver,Does the vehicle near the road look silver or yellow?,False,1,True
yes,,Is it outdoors?,False,0,False
yes,yes,Are there dogs that are small?,False,1,True
elephant,elephant,What is the baby animal called?,False,1,True
no,yes,Are there either trucks or helmets?,False,0,False
no,,Are there vans or trailers?,False,0,False
yes,yes,Is she to the left of a television?,False,1,True
yes,yes,Is the skateboard in the bottom?,False,1,True
elephant,elephant,What kind of animal is shown in the picture?,False,1,True
indoors,indoors,Is it an indoors or outdoors picture?,True,1,True
yes,yes,Are there any lemons to the left of the crab?,False,1,True
no,yes,Is the color of the dish green?,False,0,False
yes,,Is there a woman to the right of the cake?,False,0,False
yes,yes,Are there orange doors in this picture?,False,1,True
yes,,Is the bus to the right of the vehicle next to the fence?,False,0,False
yes,yes,Do you see bags in this photo?,False,1,True
yes,,Are there men to the right of the person that wears a sweatshirt?,False,0,False
yes,yes,Is the box on the right side of the picture?,False,1,True
yes,yes,Is there any cow in front of the tree?,False,1,True
yes,yes,Is the keyboard in front of a computer?,False,1,True
no,yes,Are there either any fences or cars in the image?,False,0,False
yes,yes,Are there any hats in this scene?,False,1,True
no,yes,Do you see keyboards in the photo that are large?,True,0,False
no,,Do you see any backpacks to the right of the skis?,False,0,False
no,yes,Do you see fences to the left of the giraffe on the right side of the photo?,False,0,False
yes,yes,Does that sky look blue?,False,1,True
controller,controller,"What is the man that is to the right of the vase holding, a controller or a camera?",False,1,True
yes,yes,Are there boxes to the left of the cup?,False,1,True
no,yes,Are there any cups to the left of the container the lid is on?,False,0,False
table,pizza,What type of furniture is the beer on?,False,0,False
yes,yes,Are there fruits in this image?,False,1,True
no,yes,Are there any fences to the right of the car?,False,0,False
yes,yes,Is the blue lamp to the right of the container that is to the right of the computer?,False,1,True
pizza,pizza,What is inside the box?,False,1,True
no,yes,Are there any chairs or shelves?,False,0,False
no,yes,Are there any men to the right of the suitcase?,False,0,False
yes,cat,Is there an elephant or a cat in the image?,False,0,False
no,yes,Are there both bowls and forks in this photo?,False,0,False
no,yes,Are there any fences?,False,0,False
girl,boy,Who is wearing a tshirt?,False,0,False
no,yes,Is there a helmet in this picture?,False,0,False
