answer,image_path,question,source_image_id,sample_dataset,sample_question_id
tractor trailer,COCO_train2014_000000467071.jpg,What kind of trucks are these?,coco-467071,okvqa,4670715
power,COCO_train2014_000000273710.jpg,What type of wires are the birds sitting on?,coco-273710,okvqa,2737105
pull cord,COCO_train2014_000000155160.jpg,How can she indicate she needs to get off the vehicle?,coco-155160,okvqa,1551605
gandalf,COCO_train2014_000000174406.jpg,What movie character is represented?,coco-174406,okvqa,1744065
cement,COCO_train2014_000000488011.jpg,What type of pavement is the bus traveling on?,coco-488011,okvqa,4880115
broken,COCO_train2014_000000066662.jpg,Why is the car being towed?,coco-066662,okvqa,666625
blend,COCO_train2014_000000401981.jpg,What will happen after the person push the button?,coco-401981,okvqa,4019815
kiwi,COCO_train2014_000000506965.jpg,What is the green fruit on the plate?,coco-506965,okvqa,5069655
pacific,COCO_train2014_000000344859.jpg,Which ocean is pictured here?,coco-344859,okvqa,3448595
ground based,COCO_train2014_000000518433.jpg,Can these vehicles become safely airborne or are they ground based?,coco-518433,okvqa,5184335
bought,COCO_train2014_000000284545.jpg,Are these veggies home grown or bought?,coco-284545,okvqa,2845455
art,COCO_train2014_000000260716.jpg,What is this form of expression?,coco-260716,okvqa,2607165
novel,COCO_train2014_000000046580.jpg,What kind of book is the boy reading?,coco-046580,okvqa,465806
prince,COCO_train2014_000000195484.jpg,What model racket is that?,coco-195484,okvqa,1954845
pine,COCO_train2014_000000347793.jpg,What types of trees are in the background of this photo?,coco-347793,okvqa,3477935
stripe,COCO_train2014_000000250367.jpg,What is the characteristic of this animal that most often helps people identify it?,coco-250367,okvqa,2503675
cat,COCO_train2014_000000138299.jpg,What storybook characters are illustrated here?,coco-138299,okvqa,1382995
camp,COCO_train2014_000000102205.jpg,What are these trucks here for?,coco-102205,okvqa,1022055
protein,COCO_train2014_000000166549.jpg,What are the healthy benefits of this dish?,coco-166549,okvqa,1665495
walter frederick morrison,COCO_train2014_000000379434.jpg,Who invented the white obect the man is holding?,coco-379434,okvqa,3794345
hornbill,COCO_train2014_000000249306.jpg,What breed of bird is pictured?,coco-249306,okvqa,2493065
nylon,COCO_train2014_000000388641.jpg,The net shown in the picture is made up of which material?,coco-388641,okvqa,3886415
wren,COCO_train2014_000000168574.jpg,Name the bird?,coco-168574,okvqa,1685745
yacht,COCO_train2014_000000194159.jpg,What kinds of boats are these?,coco-194159,okvqa,1941596
texas,COCO_train2014_000000312574.jpg,What does this sign signify?,coco-312574,okvqa,3125745
mouth,COCO_train2014_000000369397.jpg,What do the peas represent?,coco-369397,okvqa,3693975
even,COCO_train2014_000000146626.jpg,Is the number on the back odd or even?,coco-146626,okvqa,1466265
listerine,COCO_train2014_000000196971.jpg,What brand is the mouthwash?,coco-196971,okvqa,1969715
1980's,COCO_train2014_000000472452.jpg,This type of car was popular in which decade?,coco-472452,okvqa,4724525
park,COCO_train2014_000000473705.jpg,Where would you see this many picnic tables?,coco-473705,okvqa,4737055
jump,COCO_train2014_000000366665.jpg,What stunt is this?,coco-366665,okvqa,3666655
open,COCO_train2014_000000276317.jpg,What are the tournaments for this sport usually called?,coco-276317,okvqa,2763175
politic,COCO_train2014_000000075643.jpg,What is this meeting about?,coco-075643,okvqa,756435
doctor,COCO_train2014_000000007934.jpg,The common saying says that eating one of these keeps what away?,coco-007934,okvqa,79345
acer,COCO_train2014_000000337490.jpg,What type of laptop is being used?,coco-337490,okvqa,3374905
wool,COCO_train2014_000000536041.jpg,What type of fabric is made from the fur of the animals?,coco-536041,okvqa,5360415
high,COCO_train2014_000000561677.jpg,Is this a high price hotel room or a low budget room?,coco-561677,okvqa,5616775
feline,COCO_train2014_000000239654.jpg,What is the scientific name of the animals seen here?,coco-239654,okvqa,2396545
refrigeration,COCO_train2014_000000535445.jpg,What is this applianced commonly used for?,coco-535445,okvqa,5354455
1817,COCO_train2014_000000411155.jpg,What year was the first vehicle of the type in the photo invented?,coco-411155,okvqa,4111555
carbohydrate,COCO_train2014_000000083000.jpg,What type of nutrition value does the dish the lady is making have?,coco-083000,okvqa,830005
hop and barley,COCO_train2014_000000332816.jpg,What is this beverage made with?,coco-332816,okvqa,3328165
3,COCO_train2014_000000575273.jpg,How old is this child?,coco-575273,okvqa,5752735
first,COCO_train2014_000000317306.jpg,The child in black is running towards what base?,coco-317306,okvqa,3173065
koala,COCO_train2014_000000266880.jpg,What kind of bear in the middle?,coco-266880,okvqa,2668805
boy,COCO_train2014_000000141265.jpg,Is this a girls or boy room?,coco-141265,okvqa,1412655
pond,COCO_train2014_000000475888.jpg,What is the body of water that the duck is most likely sitting in?,coco-475888,okvqa,4758885
toxoplasmosis,COCO_train2014_000000458083.jpg,What brain parasite often affects owners of this animal?,coco-458083,okvqa,4580835
continental,COCO_train2014_000000149834.jpg,What company owns this plane?,coco-149834,okvqa,1498345
coconut,COCO_train2014_000000310416.jpg,What fruit does that piney plant produce?,coco-310416,okvqa,3104165
hamburger,COCO_train2014_000000183112.jpg,The patties are made of which meat?,coco-183112,okvqa,1831125
aloe,COCO_train2014_000000012357.jpg,What nutrients are found in this type of fern?,coco-012357,okvqa,123575
2 feet,COCO_train2014_000000341457.jpg,How much taller is the man in the hat than the animal in front of him?,coco-341457,okvqa,3414575
28,COCO_train2014_000000356344.jpg,What is the waist measurement of the girls jeans?,coco-356344,okvqa,3563445
kilt,COCO_train2014_000000246446.jpg,What sort of knee length plaid garment is associated with where this bus is?,coco-246446,okvqa,2464465
gun,COCO_train2014_000000283875.jpg,What is normally used to kill the animals mounted on the wall?,coco-283875,okvqa,2838755
flip phone,COCO_train2014_000000578484.jpg,What cell phone is that?,coco-578484,okvqa,5784845
bachelorette,COCO_train2014_000000128334.jpg,What type of party is this?,coco-128334,okvqa,1283345
graze,COCO_train2014_000000296876.jpg,The activity these horses is doing is what?,coco-296876,okvqa,2968765
korean air,COCO_train2014_000000283426.jpg,What company operates this airplane?,coco-283426,okvqa,2834265
truck,COCO_train2014_000000419645.jpg,What kind of machine is this?,coco-419645,okvqa,4196455
krispy kreme,COCO_train2014_000000293142.jpg,What does the boy appear to be at?,coco-293142,okvqa,2931425
tree,COCO_train2014_000000055534.jpg,What type of plant is this?,coco-055534,okvqa,555345
open door,COCO_train2014_000000498165.jpg,What do the buttons make happen?,coco-498165,okvqa,4981655
sleepover,COCO_train2014_000000133905.jpg,Why are there so many beds?,coco-133905,okvqa,1339055
theodore roosevelt,COCO_train2014_000000514457.jpg,What president was this object named for?,coco-514457,okvqa,5144575
manmade,COCO_train2014_000000275608.jpg,Are the flying objects natural or manmade?,coco-275608,okvqa,2756085
sing,COCO_train2014_000000032845.jpg,What activity is this?,coco-032845,okvqa,328455
salad,COCO_train2014_000000270651.jpg,What dish can you make with these ingredients?,coco-270651,okvqa,2706515
pitch,COCO_train2014_000000382664.jpg,What is this baseball player doing?,coco-382664,okvqa,3826645
5:37,COCO_train2014_000000007753.jpg,What time is it in this photo?,coco-007753,okvqa,77535
windy,COCO_train2014_000000455252.jpg,What type of day is it?,coco-455252,okvqa,4552525
wed,COCO_train2014_000000565849.jpg,When do people usually wear this outfit?,coco-565849,okvqa,5658495
regular,COCO_train2014_000000539358.jpg,What kind of bicycle is he riding?,coco-539358,okvqa,5393585
bodyboarding,COCO_train2014_000000145385.jpg,What activity is the child taking part in?,coco-145385,okvqa,1453855
salad,COCO_train2014_000000351989.jpg,What could you make out of these ingredients?,coco-351989,okvqa,3519895
farmer,COCO_train2014_000000247641.jpg,Who owns the horses?,coco-247641,okvqa,2476415
motorbike,COCO_train2014_000000575176.jpg,What kind of bike is this?,coco-575176,okvqa,5751765
orange and lime,COCO_train2014_000000457050.jpg,What types of fruit are these?,coco-457050,okvqa,4570505
sony,COCO_train2014_000000464330.jpg,Where did this style of portable tv come from?,coco-464330,okvqa,4643305
street,COCO_train2014_000000374490.jpg,Where was this photo taken?,coco-374490,okvqa,3744905
polyurethane,COCO_train2014_000000162520.jpg,Name the material used to make these board carried by the people in this picture?,coco-162520,okvqa,1625205
intoxication,COCO_train2014_000000054541.jpg,What is it called when you consume too much of the fluid contained in these bottles?,coco-054541,okvqa,545415
scare,COCO_train2014_000000188722.jpg,This is meant to do what to the birds?,coco-188722,okvqa,1887225
paddle,COCO_train2014_000000537910.jpg,How can one steer this boat?,coco-537910,okvqa,5379105
1596 england,COCO_train2014_000000365251.jpg,When and what country was the toilet invented?,coco-365251,okvqa,3652515
bunch,COCO_train2014_000000122939.jpg,What are a bundle of these fruits called?,coco-122939,okvqa,1229395
big,COCO_train2014_000000218283.jpg,What's the normal size of these animal's ear?,coco-218283,okvqa,2182835
80 ft,COCO_train2014_000000038117.jpg,What is the record height of a surfed wave?,coco-038117,okvqa,381175
armchair,COCO_train2014_000000069214.jpg,What style of chair is pictured?,coco-069214,okvqa,692145
150 mph,COCO_train2014_000000397353.jpg,What is the minimum speed this plane must achieve to lift off from the ground?,coco-397353,okvqa,3973535
maltese,COCO_train2014_000000071264.jpg,What is the breed of the dog?,coco-071264,okvqa,712645
parrot,COCO_train2014_000000331225.jpg,What kinds of birds are these?,coco-331225,okvqa,3312255
bike,COCO_train2014_000000088780.jpg,What alternative to walking is the red and white object?,coco-088780,okvqa,887805
potato,COCO_train2014_000000569492.jpg,What is the boy on the left peeling?,coco-569492,okvqa,5694925
girl,COCO_train2014_000000580434.jpg,Is the child a boy or girl?,coco-580434,okvqa,5804345
boiled,COCO_train2014_000000160944.jpg,How are these eggs prepared?,coco-160944,okvqa,1609445
earbud,COCO_train2014_000000448439.jpg,What's the white cord around the guy on the left?,coco-448439,okvqa,4484395
mary poppins,COCO_train2014_000000475984.jpg,What disney character uses the everyday accessory that can be seen in the photo to help her fly?,coco-475984,okvqa,4759845
north america,COCO_train2014_000000458705.jpg,This animal is most common in which continent?,coco-458705,okvqa,4587055
saint bernard,COCO_train2014_000000183240.jpg,What kind of dog is in the photo?,coco-183240,okvqa,1832405
soup,COCO_train2014_000000415499.jpg,What is the dish named?,coco-415499,okvqa,4154995
take off,COCO_train2014_000000013000.jpg,Is the airplane landing or taking off?,coco-013000,okvqa,130005
leather,COCO_train2014_000000206747.jpg,What is her bag made of?,coco-206747,okvqa,2067475
paddleboard,COCO_train2014_000000495872.jpg,Name the type of boat the person in the picture is riding?,coco-495872,okvqa,4958725
raincoat,COCO_train2014_000000201640.jpg,What kind of outfit is the child wearing?,coco-201640,okvqa,2016405
richard trevithick,COCO_train2014_000000297738.jpg,Who invented this mode of transportation?,coco-297738,okvqa,2977385
10 years,COCO_train2014_000000227947.jpg,What is the life span of that animal?,coco-227947,okvqa,2279475
film,COCO_train2014_000000238816.jpg,What medium was this photo taken in?,coco-238816,okvqa,2388165
track,COCO_train2014_000000119294.jpg,What is the transportation on?,coco-119294,okvqa,1192945
measure,COCO_train2014_000000465204.jpg,What are these spoons used for?,coco-465204,okvqa,4652045
square,COCO_train2014_000000080566.jpg,What shapes are on the toy duck?,coco-080566,okvqa,805665
urban,COCO_train2014_000000062815.jpg,What type of landscape is this?,coco-062815,okvqa,628155
captain morgan,COCO_train2014_000000558424.jpg,What famous alcohol does this resemble?,coco-558424,okvqa,5584245
siamese,COCO_train2014_000000094444.jpg,What breed of cats are these?,coco-094444,okvqa,944445
port,COCO_train2014_000000099519.jpg,What are the round windows on the side of this vehicle called?,coco-099519,okvqa,995195
ireland,COCO_train2014_000000126967.jpg,People with this color hair are often found in which island nation?,coco-126967,okvqa,1269675
wave,COCO_train2014_000000151259.jpg,What are the dangers seen?,coco-151259,okvqa,1512595
pirate,COCO_train2014_000000304691.jpg,What historical figure are these type of birds associated with?,coco-304691,okvqa,3046915
500 lbs,COCO_train2014_000000405964.jpg,How much weight can each chair on this ski lift support?,coco-405964,okvqa,4059645
stadium,COCO_train2014_000000415569.jpg,In which type of location are all these people located?,coco-415569,okvqa,4155695
toy store,COCO_train2014_000000333831.jpg,Where can you buy the item the childern are playing with?,coco-333831,okvqa,3338315
air,COCO_train2014_000000390610.jpg,How does this object stay aloft?,coco-390610,okvqa,3906105
red velvet,COCO_train2014_000000068749.jpg,What kind of cake is this?,coco-068749,okvqa,687495
digital,COCO_train2014_000000552374.jpg,What type of camera is that?,coco-552374,okvqa,5523745
broccoli,COCO_train2014_000000097057.jpg,What type of vegetable is she holding?,coco-097057,okvqa,970575
thousand,COCO_train2014_000000422336.jpg,How many of these kinds of establishments are there in the united states?,coco-422336,okvqa,4223365
person,COCO_train2014_000000233520.jpg,Is the stetson hat named after a person or place?,coco-233520,okvqa,2335205
teddy,COCO_train2014_000000047639.jpg,What kind of bear is this?,coco-047639,okvqa,476395
skate park,COCO_train2014_000000478311.jpg,What kind of park was this photo taken in?,coco-478311,okvqa,4783115
1 week,COCO_train2014_000000113654.jpg,How long does it take for this fruit to become ripe once germinated?,coco-113654,okvqa,1136545
