answer,image_path,question,source_image_id,sample_dataset,sample_question_id,T2_answer
forehand,COCO_train2014_000000544913.jpg,Is this girl performing a forehand or a backhand?,coco-544913,okvqa,5449135.0,backhand
bouquet,COCO_train2014_000000000030.jpg,What kind of flowers are in the vase?,coco-000030,okvqa,305.0,rose
fetch,COCO_train2014_000000016206.jpg,When an animal retrieves something as is done here that is called what?,coco-016206,okvqa,162065.0,fetch
shade,COCO_train2014_000000427981.jpg,Why might one wish to stand under the blue tarp?,coco-427981,okvqa,4279815.0,get sun
homeless,COCO_train2014_000000214252.jpg,Is this person homeless or a pirate?,coco-214252,okvqa,2142525.0,homeless
gas,COCO_train2014_000000129716.jpg,How are these vehicles powered?,coco-129716,okvqa,1297165.0,train
1 way,COCO_train2014_000000335787.jpg,Where are we going from here?,coco-335787,okvqa,3357875.0,home
supreme,COCO_train2014_000000218964.jpg,What flavor pizza is this?,coco-218964,okvqa,2189645.0,cheese
shawn white,COCO_train2014_000000556955.jpg,Name a famous person who does this activity?,coco-556955,okvqa,5569555.0,snowboarding
patent,COCO_train2014_000000118278.jpg,Which type of leather is used for making the overcoat weared by the lady in the photo?,coco-118278,okvqa,1182785.0,leather
8 hours,COCO_train2014_000000122752.jpg,How much sleep does this aged person need?,coco-122752,okvqa,1227525.0,0
wave,COCO_train2014_000000456895.jpg,What does this sportsman need to surf?,coco-456895,okvqa,4568955.0,surfboard
heat,COCO_train2014_000000494383.jpg,What makes bread brown?,coco-494383,okvqa,4943835.0,toast
indians,COCO_train2014_000000080293.jpg,What team represents cleveland ohio for this sport?,coco-080293,okvqa,802935.0,indian
pork,COCO_train2014_000000136369.jpg,What meat do we get from the animal on the front of the food truck?,coco-136369,okvqa,1363695.0,bacon
log,COCO_train2014_000000004834.jpg,What type of wood is that?,coco-004834,okvqa,48345.0,oak
herbivorous,COCO_train2014_000000174932.jpg,Are these herbivorous or carnivorous animals?,coco-174932,okvqa,1749325.0,herbivorous
nintendo wii,COCO_train2014_000000018942.jpg,What game console is this person using?,coco-018942,okvqa,189425.0,wii
pray,COCO_train2014_000000320137.jpg,What are these men about to do?,coco-320137,okvqa,3201375.0,eat
oar,COCO_train2014_000000052562.jpg,How are they moving the boat?,coco-052562,okvqa,525625.0,rowing
blue jay,COCO_train2014_000000140940.jpg,What is the name of this baseball team?,coco-140940,okvqa,1409405.0,jay
cargo,COCO_train2014_000000085799.jpg,Is this vehicle used primarily for transporting humans or cargo?,coco-085799,okvqa,857995.0,cargo
eat,COCO_train2014_000000410887.jpg,What might people do in this area in the middle of the day?,coco-410887,okvqa,4108875.0,eat
go,COCO_train2014_000000105396.jpg,What does the green light mean?,coco-105396,okvqa,1053965.0,stop
68 degrees,COCO_train2014_000000524718.jpg,How cold is that water?,coco-524718,okvqa,5247185.0,cold
hotel,COCO_train2014_000000512436.jpg,What type of building might this room be found in?,coco-512436,okvqa,5124365.0,hotel
house,COCO_train2014_000000038204.jpg,What kind of plant is next to the sheets?,coco-038204,okvqa,382045.0,palm
laptop,COCO_train2014_000000085171.jpg,What model of computer is this?,coco-085171,okvqa,851715.0,macbook pro
died,COCO_train2014_000000425944.jpg,What happened to the sheep?,coco-425944,okvqa,4259445.0,slaughtered
easy,COCO_train2014_000000278174.jpg,Is this hairstyle easy to do or does it take a long time?,coco-278174,okvqa,2781745.0,long
fire hydrant,COCO_train2014_000000402941.jpg,The yellow rubber item gets attached to what item often seen on sidewalks?,coco-402941,okvqa,4029415.0,fire hydrant
safe to cross,COCO_train2014_000000016209.jpg,What does this walking sign mean?,coco-016209,okvqa,162095.0,walk
laptop,COCO_train2014_000000029161.jpg,What type of computers are shown?,coco-029161,okvqa,291615.0,laptop
1 foot,COCO_train2014_000000439141.jpg,How high off the ground does this bed appear to be?,coco-439141,okvqa,4391415.0,0
real,COCO_train2014_000000083519.jpg,Is this person real or fake?,coco-083519,okvqa,835195.0,fake
grill,COCO_train2014_000000108384.jpg,How do you make this dish?,coco-108384,okvqa,1083845.0,bake
even,COCO_train2014_000000098232.jpg,What time of the day is it?,coco-098232,okvqa,982325.0,night
triangle,COCO_train2014_000000099139.jpg,What shape is quesadilla?,coco-099139,okvqa,991395.0,oval
lily,COCO_train2014_000000526794.jpg,What type of flower is on the table in this photo?,coco-526794,okvqa,5267945.0,orange
16 years,COCO_train2014_000000380949.jpg,How long do the babies of this animal stay with their parent?,coco-380949,okvqa,3809495.0,2 year
backyard,COCO_train2014_000000147823.jpg,If the host of this part had it at home what section of the house would they be in?,coco-147823,okvqa,1478235.0,backyard
leopard,COCO_train2014_000000219861.jpg,What kind of pattern is the chair in this photo?,coco-219861,okvqa,2198615.0,floral
sail,COCO_train2014_000000192531.jpg,What sport is this?,coco-192531,okvqa,1925315.0,surfing
carpet,COCO_train2014_000000236725.jpg,What's protecting this floor?,coco-236725,okvqa,2367255.0,carpet
desktop,COCO_train2014_000000365512.jpg,What model is the model of the computer being shown?,coco-365512,okvqa,3655125.0,macbook pro
beef,COCO_train2014_000000398924.jpg,What is the filling?,coco-398924,okvqa,3989245.0,meat
orange,COCO_train2014_000000298711.jpg,What food is in the foreground?,coco-298711,okvqa,2987115.0,orange
raspberry,COCO_train2014_000000558690.jpg,What type of berries are used to top this dessert?,coco-558690,okvqa,5586905.0,raspberry
clay,COCO_train2014_000000362751.jpg,What materials were used to make the fake mouse and keyboard?,coco-362751,okvqa,3627515.0,plastic
hit ball,COCO_train2014_000000011107.jpg,What is the purpose of the object in the mans hands?,coco-011107,okvqa,111075.0,hitting
through his trunk,COCO_train2014_000000190407.jpg,How is the elephant squirting?,coco-190407,okvqa,1904075.0,trunk
cheesecake,COCO_train2014_000000404578.jpg,What kind have cake is that?,coco-404578,okvqa,4045785.0,cheesecake
fried chicken,COCO_train2014_000000360870.jpg,What is the name of the dish they are making?,coco-360870,okvqa,3608705.0,chicken
umbrella,COCO_train2014_000000287388.jpg,What do these pedestrian have to stay dry in the rain?,coco-287388,okvqa,2873885.0,umbrella
nose,COCO_train2014_000000451825.jpg,To assess the health of the creature on the right you touch which of its body parts?,coco-451825,okvqa,4518255.0,ear
professional,COCO_train2014_000000135171.jpg,Is this an amatuer or professional surfer?,coco-135171,okvqa,1351715.0,professional
engineer,COCO_train2014_000000570588.jpg,What do you call the driver of a vehicle like this?,coco-570588,okvqa,5705885.0,conductor
beach,COCO_train2014_000000401071.jpg,What does this scene have in common with the fifties movie star annette funicello?,coco-401071,okvqa,4010715.0,nothing
pussy,COCO_train2014_000000437857.jpg,What nickname for the furry animal starts with the same letter as the food in the box?,coco-437857,okvqa,4378575.0,pizza
bulldog,COCO_train2014_000000353504.jpg,What breed of dog is that?,coco-353504,okvqa,3535045.0,bully
pacific,COCO_train2014_000000439139.jpg,What is the most photographed ocean in the world?,coco-439139,okvqa,4391395.0,atlantic
coffee mate,COCO_train2014_000000549003.jpg,What is the brand name of the coffee creamer are they using?,coco-549003,okvqa,5490035.0,trader joes
lot,COCO_train2014_000000224674.jpg,How much water do they drink?,coco-224674,okvqa,2246745.0,0
ketchup and relish,COCO_train2014_000000053131.jpg,What toppings are on this hot dog?,coco-053131,okvqa,531315.0,ketchup
kawasaki,COCO_train2014_000000198974.jpg,What type of motorcycle is this?,coco-198974,okvqa,1989745.0,sport
spring,COCO_train2014_000000523995.jpg,Where does the content of this bottle come from?,coco-523995,okvqa,5239955.0,water
ham and cheese,COCO_train2014_000000249856.jpg,What kind of sandwhich is on the plate?,coco-249856,okvqa,2498565.0,ham
denim,COCO_train2014_000000394151.jpg,What material are her pants made of?,coco-394151,okvqa,3941515.0,jean
tai chi,COCO_train2014_000000372199.jpg,What is the man doing?,coco-372199,okvqa,3721995.0,running
bed,COCO_train2014_000000131665.jpg,Where are they laying?,coco-131665,okvqa,1316655.0,bed
ajax,COCO_train2014_000000416284.jpg,Would ajax or tide more likely be used to clean this?,coco-416284,okvqa,4162845.0,tide
halloween,COCO_train2014_000000124914.jpg,Which celebration is the image relating to?,coco-124914,okvqa,1249145.0,halloween
pier,COCO_train2014_000000227918.jpg,What's this guy in between?,coco-227918,okvqa,2279185.0,water
croissant,COCO_train2014_000000034423.jpg,What is the baked good on the plate named?,coco-034423,okvqa,344235.0,egg
traffic,COCO_train2014_000000545447.jpg,What is the use of that light?,coco-545447,okvqa,5454475.0,traffic
air france,COCO_train2014_000000093657.jpg,Which airlines is portrayed in this photo?,coco-093657,okvqa,936575.0,air france
robin,COCO_train2014_000000529056.jpg,What type of bird is sitting on the fence post?,coco-529056,okvqa,5290565.0,robin
pollution,COCO_train2014_000000370417.jpg,Is this pollution or clouds?,coco-370417,okvqa,3704175.0,pollution
play baseball,COCO_train2014_000000140787.jpg,What is this person doing?,coco-140787,okvqa,1407875.0,swinging
paddockhurst road,COCO_train2014_000000220527.jpg,What is the name of this road?,coco-220527,okvqa,2205275.0,question color sign answer red
dog tail,COCO_train2014_000000214875.jpg,What does the bus say?,coco-214875,okvqa,2148755.0,dog
dessert,COCO_train2014_000000358788.jpg,Is this an entree or dessert?,coco-358788,okvqa,3587885.0,dessert
pool,COCO_train2014_000000228227.jpg,What are the birds drinking from?,coco-228227,okvqa,2282275.0,pool
aerodynamic,COCO_train2014_000000147520.jpg,What is the reason this athlete is squatting and tucking in his arms?,coco-147520,okvqa,1475205.0,getting ready jump
small pony,COCO_train2014_000000119108.jpg,Is this a large horse or a small pony?,coco-119108,okvqa,1191085.0,large horse
beagle,COCO_train2014_000000238073.jpg,Name the dog bread shown in this picture?,coco-238073,okvqa,2380735.0,beagle
lunch,COCO_train2014_000000148373.jpg,What is this event?,coco-148373,okvqa,1483735.0,party
do not enter,COCO_train2014_000000383639.jpg,What does the street sign mean to drivers?,coco-383639,okvqa,3836395.0,stop
bear,COCO_train2014_000000093264.jpg,Which type of animal is shown by the flowers?,coco-093264,okvqa,932645.0,bear
model t,COCO_train2014_000000199011.jpg,What is the model of this car?,coco-199011,okvqa,1990115.0,ford
plaid,COCO_train2014_000000580706.jpg,What type of pattern are the cats on top of?,coco-580706,okvqa,5807065.0,striped
smartphone,COCO_train2014_000000060041.jpg,What kinds of phones are they using?,coco-060041,okvqa,600415.0,cell
tattoo,COCO_train2014_000000251292.jpg,What is on her leg?,coco-251292,okvqa,2512925.0,tattoo
9:25,COCO_train2014_000000053573.jpg,What time is it?,coco-053573,okvqa,535735.0,1010
netherlands,COCO_train2014_000000006075.jpg,Where is this station located?,coco-006075,okvqa,60755.0,netherlands
baltic,COCO_train2014_000000485755.jpg,Can you name the sea where these people are seen?,coco-485755,okvqa,4857555.0,pacific
freight,COCO_train2014_000000224199.jpg,What kind of train is in this photo?,coco-224199,okvqa,2241995.0,passenger
bookshelf,COCO_train2014_000000459557.jpg,What is the name of the furniture that has books on it?,coco-459557,okvqa,4595575.0,bookshelf
kindle,COCO_train2014_000000105388.jpg,What company designed the e reader shown in the picture?,coco-105388,okvqa,1053885.0,amazon
round,COCO_train2014_000000354380.jpg,What shape is the food?,coco-354380,okvqa,3543805.0,round
palm,COCO_train2014_000000296038.jpg,What kind of trees are these?,coco-296038,okvqa,2960385.0,palm
paint,COCO_train2014_000000238154.jpg,What technique was used to create the artwork on the wall?,coco-238154,okvqa,2381545.0,painting
catch,COCO_train2014_000000153397.jpg,Did he catch the wave or fall?,coco-153397,okvqa,1533975.0,caught
ball,COCO_train2014_000000380425.jpg,What might this boy be about to hit?,coco-380425,okvqa,3804255.0,ball
no u turn,COCO_train2014_000000515427.jpg,What does the sign say?,coco-515427,okvqa,5154275.0,question many sign answer 2
herd,COCO_train2014_000000518829.jpg,What is this dog doing?,coco-518829,okvqa,5188295.0,chasing sheep
russian,COCO_train2014_000000530171.jpg,What language is in blue?,coco-530171,okvqa,5301715.0,russian
ride,COCO_train2014_000000227202.jpg,What is this person about to do?,coco-227202,okvqa,2272025.0,pet horse
drown,COCO_train2014_000000334630.jpg,What type of death could result from carelessness in this environment?,coco-334630,okvqa,3346305.0,drowning
fork,COCO_train2014_000000005619.jpg,What kind of utensil is being used?,coco-005619,okvqa,56195.0,fork
bath,COCO_train2014_000000159313.jpg,This room is named after what tub like item?,coco-159313,okvqa,1593135.0,sink
terrier,COCO_train2014_000000134490.jpg,What breed of dog is that?,coco-134490,okvqa,1344905.0,border collie
paint,COCO_train2014_000000518647.jpg,Is that paint or real blood?,coco-518647,okvqa,5186475.0,real
porcelain,COCO_train2014_000000322638.jpg,What kind of material is the sink?,coco-322638,okvqa,3226385.0,porcelain
vanity,COCO_train2014_000000465213.jpg,People sit here and put on their makeup what is this type of desk called?,coco-465213,okvqa,4652135.0,vanity
pine,COCO_train2014_000000306037.jpg,Which type of wood is used to make this bench?,coco-306037,okvqa,3060375.0,oak
steamed,COCO_train2014_000000408390.jpg,How are the green veggies cooked?,coco-408390,okvqa,4083905.0,raw
for shade,COCO_train2014_000000491400.jpg,Why is this person holding an umbrella?,coco-491400,okvqa,4914005.0,block sun
dock,COCO_train2014_000000194159.jpg,What do ships do at this location?,coco-194159,okvqa,1941595.0,dock
short,COCO_train2014_000000503015.jpg,What are the people wearing on the lower half of their bodies?,coco-503015,okvqa,5030155.0,short
western ave,COCO_train2014_000000142561.jpg,What does the sign say?,coco-142561,okvqa,1425615.0,question 1 many people answer 1 question 2 man wearing
duck,COCO_train2014_000000496578.jpg,What type of birds are swimming?,coco-496578,okvqa,4965785.0,seagull
protzmann,COCO_train2014_000000523035.jpg,Who created the first digital one of these?,coco-523035,okvqa,5230355.0,nobody
love,COCO_train2014_000000427975.jpg,What emotion does the symbol on this purse traditionally represent?,coco-427975,okvqa,4279755.0,none
skater shoe,COCO_train2014_000000020509.jpg,What kinds of shoes?,coco-020509,okvqa,205095.0,skateboard
bow,COCO_train2014_000000499369.jpg,How do you tie a tie like this?,coco-499369,okvqa,4993695.0,knot
$50,COCO_train2014_000000196290.jpg,How much does the skateboard in the photo cost?,coco-196290,okvqa,1962905.0,000
computer,COCO_train2014_000000500984.jpg,What can i use these for?,coco-500984,okvqa,5009845.0,word
ge,COCO_train2014_000000543447.jpg,What are some manufacturers of the same style of oven shown?,coco-543447,okvqa,5434475.0,bosch
